Epoch,Train Loss,Train MAE,Val Loss,Val MAE
1,0.05037253561475843,379.0974400816559,0.05940103220269338,420.19415509869606
2,0.048516991429294026,377.2611758974531,0.05838861593434264,416.4200486017554
3,0.04772714571392035,368.9452714042724,0.05585846059283729,407.5614110536246
4,0.04700434135782326,361.8617094686351,0.0543668106854164,402.79295156887343
5,0.04430714358964716,359.1648518509134,0.0554984158986824,397.14681817649426
6,0.042927845558150185,350.58252762849173,0.05479874831157559,389.486763207184
7,0.04290854754266503,347.20984711664505,0.051634125279059064,387.48879227826706
8,0.04092040363307158,338.4398051590079,0.051599243708571926,381.90142088918736
9,0.0386134114519281,333.8697898921696,0.04941756227268885,375.8722958788021
10,0.0379931269292412,330.64011944001055,0.04677980720329532,369.87565331945655
11,0.0358593332821148,325.93528607688967,0.04665864105860965,361.99684472279574
12,0.034478288891718854,319.5673972493712,0.04675013191497901,358.4690541820555
13,0.033629747565743495,313.6196310246935,0.043403493313181524,353.10767441522233
14,0.03063400533374803,307.8242065255816,0.044024770087008884,346.6713075305223
15,0.02939596679802902,300.54083770410404,0.03741497379230162,342.43604926632315
16,0.028888629180655476,296.16161299775274,0.04033772295805523,338.0494810239739
17,0.027171411142507804,291.03317977459477,0.038039843318056335,335.4965097334555
18,0.026787409637377493,287.7925798910525,0.0361779649498487,326.5560521773878
19,0.02449139573646254,281.2050826067665,0.035287114763772824,321.2047559538593
20,0.022733875672274396,272.5278535600593,0.03130864230502475,315.0235219615711
21,0.023513029680139443,270.14129836788527,0.03213920324365138,305.817629983195
22,0.02086515053325579,263.56030761385824,0.03148087347301037,304.0849032835843
23,0.019705818567309047,257.6053066547135,0.03150253996972,298.7411500750545
24,0.017207300929305426,254.02096270912335,0.02762802429612346,298.0299325008327
25,0.016488264680744047,249.13270618029563,0.02588593472052145,287.2014849669895
26,0.015600433321592748,243.46588569591566,0.024890045074829673,282.6720602019086
27,0.01327468585141603,235.29289785309706,0.02528218368161035,276.48230059852057
28,0.013040394203414426,230.57066419484386,0.023169559576729778,268.6971266833816
29,0.010928831327388483,226.01413652641568,0.02071711009011879,267.8028870083404
30,0.009781229687655043,221.46331769068354,0.020641584291391697,261.50386606537353
