Epoch,Train Loss,Train MAE,Val Loss,Val MAE
1,0.030248357076505614,119.6991466938853,0.03464061932161604,140.07280816201103
2,0.029068798883897167,118.85717357501309,0.033998686801984895,138.6575182256583
3,0.02859970633801586,115.85532035314827,0.032446110838460995,135.33552914510923
4,0.028175308031652288,113.2642479837979,0.03151663813538778,133.54735683832754
5,0.026434647450569365,112.13541038708607,0.032161118504726686,131.43005681618536
6,0.025572586693939203,109.0447505888076,0.03170683519384191,128.55753620269402
7,0.025617192614650248,107.69063869405409,0.029773578615711303,127.80829710435015
8,0.024349234605955766,104.53740631737045,0.02971816691479833,125.71303283344527
9,0.02286871108289459,102.78418283761975,0.028374675294647798,123.45211095455082
10,0.02251265933213781,101.47774096276216,0.026757539494390987,121.20336999479623
11,0.021147601498421358,99.67957811758392,0.026650357048958895,118.2488167710484
12,0.020284376502525216,97.32706345093982,0.026670768804159823,116.9258953182708
13,0.01977615354957612,95.11458965190933,0.024628302884460645,114.91537790570837
14,0.017836463325946964,92.95289642806742,0.024966586190136367,112.50174032394585
15,0.017068575566502108,90.29522176343697,0.020966225654691313,110.91351847487118
16,0.016787821752620894,88.60559513718195,0.0226853923955228,109.2685553839902
17,0.015700480991556926,86.66623233865805,0.02127218185290277,108.31119115004583
18,0.015501951252504535,85.356147320006,0.020120572073357497,104.95851956652042
19,0.01402874658292905,82.93042983443941,0.019551579203091283,102.95178348269725
20,0.012914537804504769,79.80813509473242,0.017130012969221745,100.63382073558917
21,0.013491445074115952,78.78273163986981,0.01759386677377704,97.18161124369813
22,0.011783663573894664,76.35918299772287,0.017164386152771743,96.53183873134412
23,0.011068246860964654,74.14429762053668,0.017142903292176825,94.52793127814542
24,0.00946003969999672,72.7196312478687,0.014783711129398214,94.26122468781223
25,0.009038153465323618,70.86032734745487,0.013703974625416317,90.20055686262104
26,0.0085037371569239,68.74150212852362,0.013071958079380564,88.50202257571573
27,0.007010710107840575,65.78728779011281,0.01327275848482828,86.18086272444519
28,0.00691198694020732,63.98332484655715,0.011970701263279248,83.26142250626812
29,0.005561749620557842,62.23459723294316,0.010464748812691962,82.92608262812763
30,0.004854153125103362,60.48777256356118,0.010384950574835017,80.56394977451508
